date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:28:45	4794/4794	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2262c42a57-12ba%22	https://www.sinohacesnadasosparte.org/assets/images/icon2-games.svg	C:/My%20Web%20Sites/amp%20dewasloto/www.sinohacesnadasosparte.org/assets/images/icon2-games.svg	(from https://www.sinohacesnadasosparte.org/)
13:28:45	1214/1214	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2262c42a57-4be%22	https://www.sinohacesnadasosparte.org/assets/images/icon2-login.svg	C:/My%20Web%20Sites/amp%20dewasloto/www.sinohacesnadasosparte.org/assets/images/icon2-login.svg	(from https://www.sinohacesnadasosparte.org/)
13:28:45	1500/1500	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2262c42a57-5dc%22	https://www.sinohacesnadasosparte.org/assets/images/icon2-desktop.svg	C:/My%20Web%20Sites/amp%20dewasloto/www.sinohacesnadasosparte.org/assets/images/icon2-desktop.svg	(from https://www.sinohacesnadasosparte.org/)
13:28:46	7686/7686	---M--	200	added ('OK')	image/png	etag:%2262c6a8d0-1e06%22	https://www.sinohacesnadasosparte.org/assets/images/logodewa.png	C:/My%20Web%20Sites/amp%20dewasloto/www.sinohacesnadasosparte.org/assets/images/logodewa.png	(from https://www.sinohacesnadasosparte.org/)
13:28:46	1702/1702	---M--	200	added ('OK')	image/png	etag:%2262c42a58-6a6%22	https://www.sinohacesnadasosparte.org/assets/images/menu.png?v=1	C:/My%20Web%20Sites/amp%20dewasloto/www.sinohacesnadasosparte.org/assets/images/menu3860.png	(from https://www.sinohacesnadasosparte.org/)
13:28:46	12188/12188	---M--	200	added ('OK')	image/png	etag:%2262c42a5f-2f9c%22	https://www.sinohacesnadasosparte.org/assets/images/menus/slots/SLOTS-PP.png	C:/My%20Web%20Sites/amp%20dewasloto/www.sinohacesnadasosparte.org/assets/images/menus/slots/SLOTS-PP.png	(from https://www.sinohacesnadasosparte.org/)
13:28:46	10633/10633	---M--	200	added ('OK')	image/png	etag:%2262c42a5f-2989%22	https://www.sinohacesnadasosparte.org/assets/images/menus/slots/SLOTS-GGSLOTS.png	C:/My%20Web%20Sites/amp%20dewasloto/www.sinohacesnadasosparte.org/assets/images/menus/slots/SLOTS-GGSLOTS.png	(from https://www.sinohacesnadasosparte.org/)
13:28:47	9640/9640	---M--	200	added ('OK')	image/png	etag:%2262c42a5f-25a8%22	https://www.sinohacesnadasosparte.org/assets/images/menus/slots/SLOTS-HABANERO.png	C:/My%20Web%20Sites/amp%20dewasloto/www.sinohacesnadasosparte.org/assets/images/menus/slots/SLOTS-HABANERO.png	(from https://www.sinohacesnadasosparte.org/)
13:28:47	11653/11653	---M--	200	added ('OK')	image/jpeg	etag:%2262c42a5f-2d85%22	https://www.sinohacesnadasosparte.org/assets/images/menus/slots/SLOTS-joker.jpg	C:/My%20Web%20Sites/amp%20dewasloto/www.sinohacesnadasosparte.org/assets/images/menus/slots/SLOTS-joker.jpg	(from https://www.sinohacesnadasosparte.org/)
13:28:47	10125/10125	---M--	200	added ('OK')	image/png	etag:%2262c42a5f-278d%22	https://www.sinohacesnadasosparte.org/assets/images/menus/slots/SLOTS-MICROGAMING.png	C:/My%20Web%20Sites/amp%20dewasloto/www.sinohacesnadasosparte.org/assets/images/menus/slots/SLOTS-MICROGAMING.png	(from https://www.sinohacesnadasosparte.org/)
13:28:48	9966/9966	---M--	200	added ('OK')	image/png	etag:%2262c42a5f-26ee%22	https://www.sinohacesnadasosparte.org/assets/images/menus/slots/SLOTS-pg.png	C:/My%20Web%20Sites/amp%20dewasloto/www.sinohacesnadasosparte.org/assets/images/menus/slots/SLOTS-pg.png	(from https://www.sinohacesnadasosparte.org/)
13:28:48	10659/10659	---M--	200	added ('OK')	image/png	etag:%2262c42a5f-29a3%22	https://www.sinohacesnadasosparte.org/assets/images/menus/slots/SLOTS-PLAYNGO.png	C:/My%20Web%20Sites/amp%20dewasloto/www.sinohacesnadasosparte.org/assets/images/menus/slots/SLOTS-PLAYNGO.png	(from https://www.sinohacesnadasosparte.org/)
13:28:48	11381/11381	---M--	200	added ('OK')	image/png	etag:%2262c42a5f-2c75%22	https://www.sinohacesnadasosparte.org/assets/images/menus/slots/SLOTS-PLAYTECH.png	C:/My%20Web%20Sites/amp%20dewasloto/www.sinohacesnadasosparte.org/assets/images/menus/slots/SLOTS-PLAYTECH.png	(from https://www.sinohacesnadasosparte.org/)
13:28:48	10730/10730	---M--	200	added ('OK')	image/png	etag:%2262c42a5f-29ea%22	https://www.sinohacesnadasosparte.org/assets/images/menus/slots/SLOTS-SBOCQ9.png	C:/My%20Web%20Sites/amp%20dewasloto/www.sinohacesnadasosparte.org/assets/images/menus/slots/SLOTS-SBOCQ9.png	(from https://www.sinohacesnadasosparte.org/)
13:28:48	12946/12946	---M--	200	added ('OK')	image/png	etag:%2262c42a5f-3292%22	https://www.sinohacesnadasosparte.org/assets/images/menus/slots/SLOTS-SBOFLOWGAMING.png	C:/My%20Web%20Sites/amp%20dewasloto/www.sinohacesnadasosparte.org/assets/images/menus/slots/SLOTS-SBOFLOWGAMING.png	(from https://www.sinohacesnadasosparte.org/)
13:28:49	12354/12354	---M--	200	added ('OK')	image/png	etag:%2262c42a5f-3042%22	https://www.sinohacesnadasosparte.org/assets/images/menus/slots/SLOTS-SBOREALTIMEGAMING.png	C:/My%20Web%20Sites/amp%20dewasloto/www.sinohacesnadasosparte.org/assets/images/menus/slots/SLOTS-SBOREALTIMEGAMING.png	(from https://www.sinohacesnadasosparte.org/)
13:28:49	12865/12865	---M--	200	added ('OK')	image/png	etag:%2262c42a5f-3241%22	https://www.sinohacesnadasosparte.org/assets/images/menus/slots/SLOTS-SPADEGAMING.png	C:/My%20Web%20Sites/amp%20dewasloto/www.sinohacesnadasosparte.org/assets/images/menus/slots/SLOTS-SPADEGAMING.png	(from https://www.sinohacesnadasosparte.org/)
13:28:49	9992/9992	---M--	200	added ('OK')	image/png	etag:%2262c42a5d-2708%22	https://www.sinohacesnadasosparte.org/assets/images/menus/arcades/ARCADE-clawgames.png	C:/My%20Web%20Sites/amp%20dewasloto/www.sinohacesnadasosparte.org/assets/images/menus/arcades/ARCADE-clawgames.png	(from https://www.sinohacesnadasosparte.org/)
13:28:49	10661/10661	---M--	200	added ('OK')	image/png	etag:%2262c42a5d-29a5%22	https://www.sinohacesnadasosparte.org/assets/images/menus/arcades/ARCADE-ggaming.png	C:/My%20Web%20Sites/amp%20dewasloto/www.sinohacesnadasosparte.org/assets/images/menus/arcades/ARCADE-ggaming.png	(from https://www.sinohacesnadasosparte.org/)
13:28:49	12839/12839	---M--	200	added ('OK')	image/png	etag:%2262c42a5d-3227%22	https://www.sinohacesnadasosparte.org/assets/images/menus/arcades/ARCADE-jokerfishing.png	C:/My%20Web%20Sites/amp%20dewasloto/www.sinohacesnadasosparte.org/assets/images/menus/arcades/ARCADE-jokerfishing.png	(from https://www.sinohacesnadasosparte.org/)
13:28:50	11588/11588	---M--	200	added ('OK')	image/png	etag:%2262c42a5d-2d44%22	https://www.sinohacesnadasosparte.org/assets/images/menus/arcades/ARCADE-mmtangkas.png	C:/My%20Web%20Sites/amp%20dewasloto/www.sinohacesnadasosparte.org/assets/images/menus/arcades/ARCADE-mmtangkas.png	(from https://www.sinohacesnadasosparte.org/)
13:28:50	12534/12534	---M--	200	added ('OK')	image/png	etag:%2262c42a5e-30f6%22	https://www.sinohacesnadasosparte.org/assets/images/menus/poker/MULTI-g8poker.png	C:/My%20Web%20Sites/amp%20dewasloto/www.sinohacesnadasosparte.org/assets/images/menus/poker/MULTI-g8poker.png	(from https://www.sinohacesnadasosparte.org/)
13:28:50	10595/10595	---M--	200	added ('OK')	image/png	etag:%2262c42a5e-2963%22	https://www.sinohacesnadasosparte.org/assets/images/menus/poker/MULTI-idnplay.png	C:/My%20Web%20Sites/amp%20dewasloto/www.sinohacesnadasosparte.org/assets/images/menus/poker/MULTI-idnplay.png	(from https://www.sinohacesnadasosparte.org/)
13:28:50	10635/10635	---M--	200	added ('OK')	image/png	etag:%2262c42a5e-298b%22	https://www.sinohacesnadasosparte.org/assets/images/menus/poker/MULTI-onepoker.png	C:/My%20Web%20Sites/amp%20dewasloto/www.sinohacesnadasosparte.org/assets/images/menus/poker/MULTI-onepoker.png	(from https://www.sinohacesnadasosparte.org/)
13:28:51	11038/11038	---M--	200	added ('OK')	image/png	etag:%2262c42a5d-2b1e%22	https://www.sinohacesnadasosparte.org/assets/images/menus/casino/CASINO-agg.png	C:/My%20Web%20Sites/amp%20dewasloto/www.sinohacesnadasosparte.org/assets/images/menus/casino/CASINO-agg.png	(from https://www.sinohacesnadasosparte.org/)
13:28:51	11018/11018	---M--	200	added ('OK')	image/png	etag:%2262c42a5d-2b0a%22	https://www.sinohacesnadasosparte.org/assets/images/menus/casino/CASINO-ion-club.png	C:/My%20Web%20Sites/amp%20dewasloto/www.sinohacesnadasosparte.org/assets/images/menus/casino/CASINO-ion-club.png	(from https://www.sinohacesnadasosparte.org/)
13:28:51	11399/11399	---M--	200	added ('OK')	image/png	etag:%2262c42a5d-2c87%22	https://www.sinohacesnadasosparte.org/assets/images/menus/casino/CASINO-SBOCasino.png	C:/My%20Web%20Sites/amp%20dewasloto/www.sinohacesnadasosparte.org/assets/images/menus/casino/CASINO-SBOCasino.png	(from https://www.sinohacesnadasosparte.org/)
13:28:51	11215/11215	---M--	200	added ('OK')	image/png	etag:%2262c42a5d-2bcf%22	https://www.sinohacesnadasosparte.org/assets/images/menus/casino/CASINO-SBOSEXYBACCARAT.png	C:/My%20Web%20Sites/amp%20dewasloto/www.sinohacesnadasosparte.org/assets/images/menus/casino/CASINO-SBOSEXYBACCARAT.png	(from https://www.sinohacesnadasosparte.org/)
13:28:52	29899/29899	---M--	200	added ('OK')	image/png	etag:%2262c42a5e-74cb%22	https://www.sinohacesnadasosparte.org/assets/images/menus/cockfight/COCKFIGHT-S128.png	C:/My%20Web%20Sites/amp%20dewasloto/www.sinohacesnadasosparte.org/assets/images/menus/cockfight/COCKFIGHT-S128.png	(from https://www.sinohacesnadasosparte.org/)
13:28:52	11331/11331	---M--	200	added ('OK')	image/jpeg	etag:%2262c42a5e-2c43%22	https://www.sinohacesnadasosparte.org/assets/images/menus/lottery/LOTTERY-isin4d.jpg	C:/My%20Web%20Sites/amp%20dewasloto/www.sinohacesnadasosparte.org/assets/images/menus/lottery/LOTTERY-isin4d.jpg	(from https://www.sinohacesnadasosparte.org/)
13:28:52	10687/10687	---M--	200	added ('OK')	image/png	etag:%2262c42a5f-29bf%22	https://www.sinohacesnadasosparte.org/assets/images/menus/sports/SPORTS-IBCSPORTS.png	C:/My%20Web%20Sites/amp%20dewasloto/www.sinohacesnadasosparte.org/assets/images/menus/sports/SPORTS-IBCSPORTS.png	(from https://www.sinohacesnadasosparte.org/)
13:28:52	9311/9311	---M--	200	added ('OK')	image/png	etag:%2262c42a5f-245f%22	https://www.sinohacesnadasosparte.org/assets/images/menus/sports/SPORTS-SBO.png	C:/My%20Web%20Sites/amp%20dewasloto/www.sinohacesnadasosparte.org/assets/images/menus/sports/SPORTS-SBO.png	(from https://www.sinohacesnadasosparte.org/)
13:28:53	11056/11056	---M--	200	added ('OK')	image/png	etag:%2262c42a5f-2b30%22	https://www.sinohacesnadasosparte.org/assets/images/menus/sports/SPORTS-SBOVIRTUALGAMES.png	C:/My%20Web%20Sites/amp%20dewasloto/www.sinohacesnadasosparte.org/assets/images/menus/sports/SPORTS-SBOVIRTUALGAMES.png	(from https://www.sinohacesnadasosparte.org/)
13:28:54	244738/244738	---M--	200	added ('OK')	image/jpeg	date:Sat,%2031%20Dec%202022%2012:13:50%20GMT	https://i.ibb.co/4NPkqMP/bener-ds-TURNAMENT-SLOT.jpg	C:/My%20Web%20Sites/amp%20dewasloto/i.ibb.co/4NPkqMP/bener-ds-TURNAMENT-SLOT.jpg	(from https://www.sinohacesnadasosparte.org/)
13:28:54	162/162	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2029%20Mar%202023%2006:28:54%20GMT	https://www.sinohacesnadasosparte.org/assets/images/arrow1.png	C:/My%20Web%20Sites/amp%20dewasloto/www.sinohacesnadasosparte.org/assets/images/arrow1.png	(from https://www.sinohacesnadasosparte.org/)
13:28:54	11265/11265	---M--	200	added ('OK')	image/jpeg	etag:%2262c42a58-2c01%22	https://www.sinohacesnadasosparte.org/assets/images/winner-slot3.jpg	C:/My%20Web%20Sites/amp%20dewasloto/www.sinohacesnadasosparte.org/assets/images/winner-slot3.jpg	(from https://www.sinohacesnadasosparte.org/)
13:28:55	2405/2405	---M--	200	added ('OK')	image/png	etag:%2262c42a57-965%22	https://www.sinohacesnadasosparte.org/assets/images/homepage_tabbingplay2.png	C:/My%20Web%20Sites/amp%20dewasloto/www.sinohacesnadasosparte.org/assets/images/homepage_tabbingplay2.png	(from https://www.sinohacesnadasosparte.org/)
13:28:55	3100/3100	---M--	200	added ('OK')	image/png	etag:%2262c42a58-c1c%22	https://www.sinohacesnadasosparte.org/assets/images/SPADEGAMING_logo_home.png	C:/My%20Web%20Sites/amp%20dewasloto/www.sinohacesnadasosparte.org/assets/images/SPADEGAMING_logo_home.png	(from https://www.sinohacesnadasosparte.org/)
13:28:55	201776/201776	---M--	200	added ('OK')	image/jpeg	date:Sat,%2031%20Dec%202022%2014:10:15%20GMT	https://i.ibb.co/LJmv9q7/id-cbd-5769e065-af44-456e-b2ec-c0fc07d20ca3-1653988031883.jpg	C:/My%20Web%20Sites/amp%20dewasloto/i.ibb.co/LJmv9q7/id-cbd-5769e065-af44-456e-b2ec-c0fc07d20ca3-1653988031883.jpg	(from https://www.sinohacesnadasosparte.org/)
13:28:55	4496/4496	---M--	200	added ('OK')	image/png	etag:%2262c42a58-1190%22	https://www.sinohacesnadasosparte.org/assets/images/RTG_logo_home.png	C:/My%20Web%20Sites/amp%20dewasloto/www.sinohacesnadasosparte.org/assets/images/RTG_logo_home.png	(from https://www.sinohacesnadasosparte.org/)
13:28:56	674937/674937	---M--	200	added ('OK')	image/png	etag:%2262c42a57-a4c79%22	https://www.sinohacesnadasosparte.org/assets/images/games-1.png	C:/My%20Web%20Sites/amp%20dewasloto/www.sinohacesnadasosparte.org/assets/images/games-1.png	(from https://www.sinohacesnadasosparte.org/)
13:28:56	26077/26077	---M--	200	added ('OK')	image/png	etag:%2262c42a58-65dd%22	https://www.sinohacesnadasosparte.org/assets/images/vs5joker.png	C:/My%20Web%20Sites/amp%20dewasloto/www.sinohacesnadasosparte.org/assets/images/vs5joker.png	(from https://www.sinohacesnadasosparte.org/)
13:28:56	443800/443800	---M--	200	added ('OK')	image/png	etag:%2262c42a58-6c598%22	https://www.sinohacesnadasosparte.org/assets/images/vs8magicjourn.png	C:/My%20Web%20Sites/amp%20dewasloto/www.sinohacesnadasosparte.org/assets/images/vs8magicjourn.png	(from https://www.sinohacesnadasosparte.org/)
13:28:56	124166/124166	---M--	200	added ('OK')	image/png	etag:%2262c42a58-1e506%22	https://www.sinohacesnadasosparte.org/assets/images/vs20egypt.png	C:/My%20Web%20Sites/amp%20dewasloto/www.sinohacesnadasosparte.org/assets/images/vs20egypt.png	(from https://www.sinohacesnadasosparte.org/)
13:28:56	27149/27149	---M--	200	added ('OK')	image/png	etag:%2262c42a58-6a0d%22	https://www.sinohacesnadasosparte.org/assets/images/vs25mustang.png	C:/My%20Web%20Sites/amp%20dewasloto/www.sinohacesnadasosparte.org/assets/images/vs25mustang.png	(from https://www.sinohacesnadasosparte.org/)
13:28:57	106557/106557	---M--	200	added ('OK')	image/png	etag:%2262c42a58-1a03d%22	https://www.sinohacesnadasosparte.org/assets/images/vs40frrainbow.png	C:/My%20Web%20Sites/amp%20dewasloto/www.sinohacesnadasosparte.org/assets/images/vs40frrainbow.png	(from https://www.sinohacesnadasosparte.org/)
13:28:57	65060/65060	---M--	200	added ('OK')	image/gif	etag:%2262c43aa6-fe24%22	https://www.sinohacesnadasosparte.org/assets/images/jackpot-bg-mobile.gif	C:/My%20Web%20Sites/amp%20dewasloto/www.sinohacesnadasosparte.org/assets/images/jackpot-bg-mobile.gif	(from https://www.sinohacesnadasosparte.org/)
13:28:57	979/979	---M--	200	added ('OK')	image/png	etag:%2262c42a56-3d3%22	https://www.sinohacesnadasosparte.org/assets/images/bca-logo.png	C:/My%20Web%20Sites/amp%20dewasloto/www.sinohacesnadasosparte.org/assets/images/bca-logo.png	(from https://www.sinohacesnadasosparte.org/)
13:28:58	388216/388216	---M--	200	added ('OK')	image/png	etag:%2262c6a77b-5ec78%22	https://www.sinohacesnadasosparte.org/assets/images/animated_img3.png	C:/My%20Web%20Sites/amp%20dewasloto/www.sinohacesnadasosparte.org/assets/images/animated_img3.png	(from https://www.sinohacesnadasosparte.org/)
13:28:58	918/918	---M--	200	added ('OK')	image/png	etag:%2262c42a56-396%22	https://www.sinohacesnadasosparte.org/assets/images/bni-logo.png	C:/My%20Web%20Sites/amp%20dewasloto/www.sinohacesnadasosparte.org/assets/images/bni-logo.png	(from https://www.sinohacesnadasosparte.org/)
13:28:58	839/839	---M--	200	added ('OK')	image/png	etag:%2262c42a56-347%22	https://www.sinohacesnadasosparte.org/assets/images/bri-logo.png	C:/My%20Web%20Sites/amp%20dewasloto/www.sinohacesnadasosparte.org/assets/images/bri-logo.png	(from https://www.sinohacesnadasosparte.org/)
13:28:58	849/849	---M--	200	added ('OK')	image/png	etag:%2262c42a57-351%22	https://www.sinohacesnadasosparte.org/assets/images/mandiri-logo.png	C:/My%20Web%20Sites/amp%20dewasloto/www.sinohacesnadasosparte.org/assets/images/mandiri-logo.png	(from https://www.sinohacesnadasosparte.org/)
13:28:59	923/923	---M--	200	added ('OK')	image/png	etag:%2262c42a58-39b%22	https://www.sinohacesnadasosparte.org/assets/images/telkomsel-logo.png	C:/My%20Web%20Sites/amp%20dewasloto/www.sinohacesnadasosparte.org/assets/images/telkomsel-logo.png	(from https://www.sinohacesnadasosparte.org/)
13:28:59	686/686	---M--	200	added ('OK')	image/png	etag:%2262c42a58-2ae%22	https://www.sinohacesnadasosparte.org/assets/images/xl-logo.png	C:/My%20Web%20Sites/amp%20dewasloto/www.sinohacesnadasosparte.org/assets/images/xl-logo.png	(from https://www.sinohacesnadasosparte.org/)
13:28:59	2463/2463	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22634e3697-99f%22	https://www.sinohacesnadasosparte.org/assets/images/icon-apk%201.svg	C:/My%20Web%20Sites/amp%20dewasloto/www.sinohacesnadasosparte.org/assets/images/icon-apk%201.svg	(from https://www.sinohacesnadasosparte.org/)
13:28:59	2435/2435	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22634e3698-983%22	https://www.sinohacesnadasosparte.org/assets/images/icon-daftar%20(1).svg	C:/My%20Web%20Sites/amp%20dewasloto/www.sinohacesnadasosparte.org/assets/images/icon-daftar%20(1).svg	(from https://www.sinohacesnadasosparte.org/)
13:28:59	2159/2159	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22634e369b-86f%22	https://www.sinohacesnadasosparte.org/assets/images/icon-promo%201.svg	C:/My%20Web%20Sites/amp%20dewasloto/www.sinohacesnadasosparte.org/assets/images/icon-promo%201.svg	(from https://www.sinohacesnadasosparte.org/)
13:29:00	1349/1349	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22634e3699-545%22	https://www.sinohacesnadasosparte.org/assets/images/icon-live%20chat%201.svg	C:/My%20Web%20Sites/amp%20dewasloto/www.sinohacesnadasosparte.org/assets/images/icon-live%20chat%201.svg	(from https://www.sinohacesnadasosparte.org/)
13:29:00	25104/25104	---M--	200	added ('OK')	image/png	date:Sun,%2019%20Feb%202023%2008:34:19%20GMT	https://i.ibb.co/kXzyTny/tele.png	C:/My%20Web%20Sites/amp%20dewasloto/i.ibb.co/kXzyTny/tele.png	(from https://www.sinohacesnadasosparte.org/)
13:29:00	28496/28496	---M--	200	added ('OK')	image/png	date:Fri,%2008%20Jul%202022%2012:16:49%20GMT	https://i.ibb.co/KWJ2P5x/wa-1.png	C:/My%20Web%20Sites/amp%20dewasloto/i.ibb.co/KWJ2P5x/wa-1.png	(from https://www.sinohacesnadasosparte.org/)
13:29:01	21375/21375	---M--	200	added ('OK')	image/png	date:Tue,%2017%20Aug%202021%2010:40:09%20GMT	https://i.ibb.co/PZYYxBZ/lc-1.png	C:/My%20Web%20Sites/amp%20dewasloto/i.ibb.co/PZYYxBZ/lc-1.png	(from https://www.sinohacesnadasosparte.org/)
